"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"19/08/2025 15:30:00 - 19/08/2025 15:45:00","BZN|NO1","Without Sequence","42.73","",""
"19/08/2025 15:45:00 - 19/08/2025 16:00:00","BZN|NO1","Without Sequence","42.73","",""
"19/08/2025 16:00:00 - 19/08/2025 16:15:00","BZN|NO1","Without Sequence","58.52","",""
"19/08/2025 16:15:00 - 19/08/2025 16:30:00","BZN|NO1","Without Sequence","58.52","",""
"19/08/2025 16:30:00 - 19/08/2025 16:45:00","BZN|NO1","Without Sequence","58.52","",""
"19/08/2025 16:45:00 - 19/08/2025 17:00:00","BZN|NO1","Without Sequence","58.52","",""
"19/08/2025 17:00:00 - 19/08/2025 17:15:00","BZN|NO1","Without Sequence","93.59","",""
"19/08/2025 17:15:00 - 19/08/2025 17:30:00","BZN|NO1","Without Sequence","93.59","",""
"19/08/2025 17:30:00 - 19/08/2025 17:45:00","BZN|NO1","Without Sequence","93.59","",""
"19/08/2025 17:45:00 - 19/08/2025 18:00:00","BZN|NO1","Without Sequence","93.59","",""
"19/08/2025 18:00:00 - 19/08/2025 18:15:00","BZN|NO1","Without Sequence","105.01","",""
"19/08/2025 18:15:00 - 19/08/2025 18:30:00","BZN|NO1","Without Sequence","105.01","",""
"19/08/2025 18:30:00 - 19/08/2025 18:45:00","BZN|NO1","Without Sequence","105.01","",""
"19/08/2025 18:45:00 - 19/08/2025 19:00:00","BZN|NO1","Without Sequence","105.01","",""
"19/08/2025 19:00:00 - 19/08/2025 19:15:00","BZN|NO1","Without Sequence","107.71","",""
"19/08/2025 19:15:00 - 19/08/2025 19:30:00","BZN|NO1","Without Sequence","107.71","",""
"19/08/2025 19:30:00 - 19/08/2025 19:45:00","BZN|NO1","Without Sequence","107.71","",""
"19/08/2025 19:45:00 - 19/08/2025 20:00:00","BZN|NO1","Without Sequence","107.71","",""
"19/08/2025 20:00:00 - 19/08/2025 20:15:00","BZN|NO1","Without Sequence","115.41","",""
"19/08/2025 20:15:00 - 19/08/2025 20:30:00","BZN|NO1","Without Sequence","115.41","",""
"19/08/2025 20:30:00 - 19/08/2025 20:45:00","BZN|NO1","Without Sequence","115.41","",""
"19/08/2025 20:45:00 - 19/08/2025 21:00:00","BZN|NO1","Without Sequence","115.41","",""
"19/08/2025 21:00:00 - 19/08/2025 21:15:00","BZN|NO1","Without Sequence","96.99","",""
"19/08/2025 21:15:00 - 19/08/2025 21:30:00","BZN|NO1","Without Sequence","96.99","",""
"19/08/2025 21:30:00 - 19/08/2025 21:45:00","BZN|NO1","Without Sequence","96.99","",""
"19/08/2025 21:45:00 - 19/08/2025 22:00:00","BZN|NO1","Without Sequence","96.99","",""
"19/08/2025 22:00:00 - 19/08/2025 22:15:00","BZN|NO1","Without Sequence","81.07","",""
"19/08/2025 22:15:00 - 19/08/2025 22:30:00","BZN|NO1","Without Sequence","81.07","",""
"19/08/2025 22:30:00 - 19/08/2025 22:45:00","BZN|NO1","Without Sequence","81.07","",""
"19/08/2025 22:45:00 - 19/08/2025 23:00:00","BZN|NO1","Without Sequence","81.07","",""
"19/08/2025 23:00:00 - 19/08/2025 23:15:00","BZN|NO1","Without Sequence","75.95","",""
"19/08/2025 23:15:00 - 19/08/2025 23:30:00","BZN|NO1","Without Sequence","75.95","",""
"19/08/2025 23:30:00 - 19/08/2025 23:45:00","BZN|NO1","Without Sequence","75.95","",""
"19/08/2025 23:45:00 - 20/08/2025 00:00:00","BZN|NO1","Without Sequence","75.95","",""
"20/08/2025 00:00:00 - 20/08/2025 00:15:00","BZN|NO1","Without Sequence","75.58","",""
"20/08/2025 00:15:00 - 20/08/2025 00:30:00","BZN|NO1","Without Sequence","75.58","",""
"20/08/2025 00:30:00 - 20/08/2025 00:45:00","BZN|NO1","Without Sequence","75.58","",""
"20/08/2025 00:45:00 - 20/08/2025 01:00:00","BZN|NO1","Without Sequence","75.58","",""
"20/08/2025 01:00:00 - 20/08/2025 01:15:00","BZN|NO1","Without Sequence","73.86","",""
"20/08/2025 01:15:00 - 20/08/2025 01:30:00","BZN|NO1","Without Sequence","73.86","",""
"20/08/2025 01:30:00 - 20/08/2025 01:45:00","BZN|NO1","Without Sequence","73.86","",""
"20/08/2025 01:45:00 - 20/08/2025 02:00:00","BZN|NO1","Without Sequence","73.86","",""
"20/08/2025 02:00:00 - 20/08/2025 02:15:00","BZN|NO1","Without Sequence","69.30","",""
"20/08/2025 02:15:00 - 20/08/2025 02:30:00","BZN|NO1","Without Sequence","69.30","",""
"20/08/2025 02:30:00 - 20/08/2025 02:45:00","BZN|NO1","Without Sequence","69.30","",""
"20/08/2025 02:45:00 - 20/08/2025 03:00:00","BZN|NO1","Without Sequence","69.30","",""
"20/08/2025 03:00:00 - 20/08/2025 03:15:00","BZN|NO1","Without Sequence","66.46","",""
"20/08/2025 03:15:00 - 20/08/2025 03:30:00","BZN|NO1","Without Sequence","66.46","",""
"20/08/2025 03:30:00 - 20/08/2025 03:45:00","BZN|NO1","Without Sequence","66.46","",""
"20/08/2025 03:45:00 - 20/08/2025 04:00:00","BZN|NO1","Without Sequence","66.46","",""
"20/08/2025 04:00:00 - 20/08/2025 04:15:00","BZN|NO1","Without Sequence","65.13","",""
"20/08/2025 04:15:00 - 20/08/2025 04:30:00","BZN|NO1","Without Sequence","65.13","",""
"20/08/2025 04:30:00 - 20/08/2025 04:45:00","BZN|NO1","Without Sequence","65.13","",""
"20/08/2025 04:45:00 - 20/08/2025 05:00:00","BZN|NO1","Without Sequence","65.13","",""
"20/08/2025 05:00:00 - 20/08/2025 05:15:00","BZN|NO1","Without Sequence","68.57","",""
"20/08/2025 05:15:00 - 20/08/2025 05:30:00","BZN|NO1","Without Sequence","68.57","",""
"20/08/2025 05:30:00 - 20/08/2025 05:45:00","BZN|NO1","Without Sequence","68.57","",""
"20/08/2025 05:45:00 - 20/08/2025 06:00:00","BZN|NO1","Without Sequence","68.57","",""
"20/08/2025 06:00:00 - 20/08/2025 06:15:00","BZN|NO1","Without Sequence","85.43","",""
"20/08/2025 06:15:00 - 20/08/2025 06:30:00","BZN|NO1","Without Sequence","85.43","",""
"20/08/2025 06:30:00 - 20/08/2025 06:45:00","BZN|NO1","Without Sequence","85.43","",""
"20/08/2025 06:45:00 - 20/08/2025 07:00:00","BZN|NO1","Without Sequence","85.43","",""
"20/08/2025 07:00:00 - 20/08/2025 07:15:00","BZN|NO1","Without Sequence","76.01","",""
"20/08/2025 07:15:00 - 20/08/2025 07:30:00","BZN|NO1","Without Sequence","76.01","",""
"20/08/2025 07:30:00 - 20/08/2025 07:45:00","BZN|NO1","Without Sequence","76.01","",""
"20/08/2025 07:45:00 - 20/08/2025 08:00:00","BZN|NO1","Without Sequence","76.01","",""
"20/08/2025 08:00:00 - 20/08/2025 08:15:00","BZN|NO1","Without Sequence","78.72","",""
"20/08/2025 08:15:00 - 20/08/2025 08:30:00","BZN|NO1","Without Sequence","78.72","",""
"20/08/2025 08:30:00 - 20/08/2025 08:45:00","BZN|NO1","Without Sequence","78.72","",""
"20/08/2025 08:45:00 - 20/08/2025 09:00:00","BZN|NO1","Without Sequence","78.72","",""
"20/08/2025 09:00:00 - 20/08/2025 09:15:00","BZN|NO1","Without Sequence","77.14","",""
"20/08/2025 09:15:00 - 20/08/2025 09:30:00","BZN|NO1","Without Sequence","77.14","",""
"20/08/2025 09:30:00 - 20/08/2025 09:45:00","BZN|NO1","Without Sequence","77.14","",""
"20/08/2025 09:45:00 - 20/08/2025 10:00:00","BZN|NO1","Without Sequence","77.14","",""
"20/08/2025 10:00:00 - 20/08/2025 10:15:00","BZN|NO1","Without Sequence","79.13","",""
"20/08/2025 10:15:00 - 20/08/2025 10:30:00","BZN|NO1","Without Sequence","79.13","",""
"20/08/2025 10:30:00 - 20/08/2025 10:45:00","BZN|NO1","Without Sequence","79.13","",""
"20/08/2025 10:45:00 - 20/08/2025 11:00:00","BZN|NO1","Without Sequence","79.13","",""
"20/08/2025 11:00:00 - 20/08/2025 11:15:00","BZN|NO1","Without Sequence","71.85","",""
"20/08/2025 11:15:00 - 20/08/2025 11:30:00","BZN|NO1","Without Sequence","71.85","",""
"20/08/2025 11:30:00 - 20/08/2025 11:45:00","BZN|NO1","Without Sequence","71.85","",""
"20/08/2025 11:45:00 - 20/08/2025 12:00:00","BZN|NO1","Without Sequence","71.85","",""
"20/08/2025 12:00:00 - 20/08/2025 12:15:00","BZN|NO1","Without Sequence","56.93","",""
"20/08/2025 12:15:00 - 20/08/2025 12:30:00","BZN|NO1","Without Sequence","56.93","",""
"20/08/2025 12:30:00 - 20/08/2025 12:45:00","BZN|NO1","Without Sequence","56.93","",""
"20/08/2025 12:45:00 - 20/08/2025 13:00:00","BZN|NO1","Without Sequence","56.93","",""
"20/08/2025 13:00:00 - 20/08/2025 13:15:00","BZN|NO1","Without Sequence","52.35","",""
"20/08/2025 13:15:00 - 20/08/2025 13:30:00","BZN|NO1","Without Sequence","52.35","",""
"20/08/2025 13:30:00 - 20/08/2025 13:45:00","BZN|NO1","Without Sequence","52.35","",""
"20/08/2025 13:45:00 - 20/08/2025 14:00:00","BZN|NO1","Without Sequence","52.35","",""
"20/08/2025 14:00:00 - 20/08/2025 14:15:00","BZN|NO1","Without Sequence","60.47","",""
"20/08/2025 14:15:00 - 20/08/2025 14:30:00","BZN|NO1","Without Sequence","60.47","",""
"20/08/2025 14:30:00 - 20/08/2025 14:45:00","BZN|NO1","Without Sequence","60.47","",""
"20/08/2025 14:45:00 - 20/08/2025 15:00:00","BZN|NO1","Without Sequence","60.47","",""
"20/08/2025 15:00:00 - 20/08/2025 15:15:00","BZN|NO1","Without Sequence","71.21","",""
"20/08/2025 15:15:00 - 20/08/2025 15:30:00","BZN|NO1","Without Sequence","71.21","",""
"20/08/2025 15:30:00 - 20/08/2025 15:45:00","BZN|NO1","Without Sequence","71.21","",""
"20/08/2025 15:45:00 - 20/08/2025 16:00:00","BZN|NO1","Without Sequence","71.21","",""
"20/08/2025 16:00:00 - 20/08/2025 16:15:00","BZN|NO1","Without Sequence","77.21","",""
"20/08/2025 16:15:00 - 20/08/2025 16:30:00","BZN|NO1","Without Sequence","77.21","",""
"20/08/2025 16:30:00 - 20/08/2025 16:45:00","BZN|NO1","Without Sequence","77.21","",""
"20/08/2025 16:45:00 - 20/08/2025 17:00:00","BZN|NO1","Without Sequence","77.21","",""
"20/08/2025 17:00:00 - 20/08/2025 17:15:00","BZN|NO1","Without Sequence","77.41","",""
"20/08/2025 17:15:00 - 20/08/2025 17:30:00","BZN|NO1","Without Sequence","77.41","",""
"20/08/2025 17:30:00 - 20/08/2025 17:45:00","BZN|NO1","Without Sequence","77.41","",""
"20/08/2025 17:45:00 - 20/08/2025 18:00:00","BZN|NO1","Without Sequence","77.41","",""
"20/08/2025 18:00:00 - 20/08/2025 18:15:00","BZN|NO1","Without Sequence","75.00","",""
"20/08/2025 18:15:00 - 20/08/2025 18:30:00","BZN|NO1","Without Sequence","75.00","",""
"20/08/2025 18:30:00 - 20/08/2025 18:45:00","BZN|NO1","Without Sequence","75.00","",""
"20/08/2025 18:45:00 - 20/08/2025 19:00:00","BZN|NO1","Without Sequence","75.00","",""
"20/08/2025 19:00:00 - 20/08/2025 19:15:00","BZN|NO1","Without Sequence","86.92","",""
"20/08/2025 19:15:00 - 20/08/2025 19:30:00","BZN|NO1","Without Sequence","86.92","",""
"20/08/2025 19:30:00 - 20/08/2025 19:45:00","BZN|NO1","Without Sequence","86.92","",""
"20/08/2025 19:45:00 - 20/08/2025 20:00:00","BZN|NO1","Without Sequence","86.92","",""
"20/08/2025 20:00:00 - 20/08/2025 20:15:00","BZN|NO1","Without Sequence","82.02","",""
"20/08/2025 20:15:00 - 20/08/2025 20:30:00","BZN|NO1","Without Sequence","82.02","",""
"20/08/2025 20:30:00 - 20/08/2025 20:45:00","BZN|NO1","Without Sequence","82.02","",""
"20/08/2025 20:45:00 - 20/08/2025 21:00:00","BZN|NO1","Without Sequence","82.02","",""
"20/08/2025 21:00:00 - 20/08/2025 21:15:00","BZN|NO1","Without Sequence","76.33","",""
"20/08/2025 21:15:00 - 20/08/2025 21:30:00","BZN|NO1","Without Sequence","76.33","",""
"20/08/2025 21:30:00 - 20/08/2025 21:45:00","BZN|NO1","Without Sequence","76.33","",""
"20/08/2025 21:45:00 - 20/08/2025 22:00:00","BZN|NO1","Without Sequence","76.33","",""
"20/08/2025 22:00:00 - 20/08/2025 22:15:00","BZN|NO1","Without Sequence","78.23","",""
"20/08/2025 22:15:00 - 20/08/2025 22:30:00","BZN|NO1","Without Sequence","78.23","",""
"20/08/2025 22:30:00 - 20/08/2025 22:45:00","BZN|NO1","Without Sequence","78.23","",""
"20/08/2025 22:45:00 - 20/08/2025 23:00:00","BZN|NO1","Without Sequence","78.23","",""
"20/08/2025 23:00:00 - 20/08/2025 23:15:00","BZN|NO1","Without Sequence","76.16","",""
"20/08/2025 23:15:00 - 20/08/2025 23:30:00","BZN|NO1","Without Sequence","76.16","",""
"20/08/2025 23:30:00 - 20/08/2025 23:45:00","BZN|NO1","Without Sequence","76.16","",""
"20/08/2025 23:45:00 - 21/08/2025 00:00:00","BZN|NO1","Without Sequence","76.16","",""
"21/08/2025 00:00:00 - 21/08/2025 00:15:00","BZN|NO1","Without Sequence","80.05","",""
"21/08/2025 00:15:00 - 21/08/2025 00:30:00","BZN|NO1","Without Sequence","80.05","",""
"21/08/2025 00:30:00 - 21/08/2025 00:45:00","BZN|NO1","Without Sequence","80.05","",""
"21/08/2025 00:45:00 - 21/08/2025 01:00:00","BZN|NO1","Without Sequence","80.05","",""
"21/08/2025 01:00:00 - 21/08/2025 01:15:00","BZN|NO1","Without Sequence","77.48","",""
"21/08/2025 01:15:00 - 21/08/2025 01:30:00","BZN|NO1","Without Sequence","77.48","",""
"21/08/2025 01:30:00 - 21/08/2025 01:45:00","BZN|NO1","Without Sequence","77.48","",""
"21/08/2025 01:45:00 - 21/08/2025 02:00:00","BZN|NO1","Without Sequence","77.48","",""
"21/08/2025 02:00:00 - 21/08/2025 02:15:00","BZN|NO1","Without Sequence","73.34","",""
"21/08/2025 02:15:00 - 21/08/2025 02:30:00","BZN|NO1","Without Sequence","73.34","",""
"21/08/2025 02:30:00 - 21/08/2025 02:45:00","BZN|NO1","Without Sequence","73.34","",""
"21/08/2025 02:45:00 - 21/08/2025 03:00:00","BZN|NO1","Without Sequence","73.34","",""
"21/08/2025 03:00:00 - 21/08/2025 03:15:00","BZN|NO1","Without Sequence","74.30","",""
"21/08/2025 03:15:00 - 21/08/2025 03:30:00","BZN|NO1","Without Sequence","74.30","",""
"21/08/2025 03:30:00 - 21/08/2025 03:45:00","BZN|NO1","Without Sequence","74.30","",""
"21/08/2025 03:45:00 - 21/08/2025 04:00:00","BZN|NO1","Without Sequence","74.30","",""
"21/08/2025 04:00:00 - 21/08/2025 04:15:00","BZN|NO1","Without Sequence","75.03","",""
"21/08/2025 04:15:00 - 21/08/2025 04:30:00","BZN|NO1","Without Sequence","75.03","",""
"21/08/2025 04:30:00 - 21/08/2025 04:45:00","BZN|NO1","Without Sequence","75.03","",""
"21/08/2025 04:45:00 - 21/08/2025 05:00:00","BZN|NO1","Without Sequence","75.03","",""
"21/08/2025 05:00:00 - 21/08/2025 05:15:00","BZN|NO1","Without Sequence","74.79","",""
"21/08/2025 05:15:00 - 21/08/2025 05:30:00","BZN|NO1","Without Sequence","74.79","",""
"21/08/2025 05:30:00 - 21/08/2025 05:45:00","BZN|NO1","Without Sequence","74.79","",""
"21/08/2025 05:45:00 - 21/08/2025 06:00:00","BZN|NO1","Without Sequence","74.79","",""
"21/08/2025 06:00:00 - 21/08/2025 06:15:00","BZN|NO1","Without Sequence","78.46","",""
"21/08/2025 06:15:00 - 21/08/2025 06:30:00","BZN|NO1","Without Sequence","78.46","",""
"21/08/2025 06:30:00 - 21/08/2025 06:45:00","BZN|NO1","Without Sequence","78.46","",""
"21/08/2025 06:45:00 - 21/08/2025 07:00:00","BZN|NO1","Without Sequence","78.46","",""
"21/08/2025 07:00:00 - 21/08/2025 07:15:00","BZN|NO1","Without Sequence","82.32","",""
"21/08/2025 07:15:00 - 21/08/2025 07:30:00","BZN|NO1","Without Sequence","82.32","",""
"21/08/2025 07:30:00 - 21/08/2025 07:45:00","BZN|NO1","Without Sequence","82.32","",""
"21/08/2025 07:45:00 - 21/08/2025 08:00:00","BZN|NO1","Without Sequence","82.32","",""
"21/08/2025 08:00:00 - 21/08/2025 08:15:00","BZN|NO1","Without Sequence","82.94","",""
"21/08/2025 08:15:00 - 21/08/2025 08:30:00","BZN|NO1","Without Sequence","82.94","",""
"21/08/2025 08:30:00 - 21/08/2025 08:45:00","BZN|NO1","Without Sequence","82.94","",""
"21/08/2025 08:45:00 - 21/08/2025 09:00:00","BZN|NO1","Without Sequence","82.94","",""
"21/08/2025 09:00:00 - 21/08/2025 09:15:00","BZN|NO1","Without Sequence","78.31","",""
"21/08/2025 09:15:00 - 21/08/2025 09:30:00","BZN|NO1","Without Sequence","78.31","",""
"21/08/2025 09:30:00 - 21/08/2025 09:45:00","BZN|NO1","Without Sequence","78.31","",""
"21/08/2025 09:45:00 - 21/08/2025 10:00:00","BZN|NO1","Without Sequence","78.31","",""
"21/08/2025 10:00:00 - 21/08/2025 10:15:00","BZN|NO1","Without Sequence","77.11","",""
"21/08/2025 10:15:00 - 21/08/2025 10:30:00","BZN|NO1","Without Sequence","77.11","",""
"21/08/2025 10:30:00 - 21/08/2025 10:45:00","BZN|NO1","Without Sequence","77.11","",""
"21/08/2025 10:45:00 - 21/08/2025 11:00:00","BZN|NO1","Without Sequence","77.11","",""
"21/08/2025 11:00:00 - 21/08/2025 11:15:00","BZN|NO1","Without Sequence","72.94","",""
"21/08/2025 11:15:00 - 21/08/2025 11:30:00","BZN|NO1","Without Sequence","72.94","",""
"21/08/2025 11:30:00 - 21/08/2025 11:45:00","BZN|NO1","Without Sequence","72.94","",""
"21/08/2025 11:45:00 - 21/08/2025 12:00:00","BZN|NO1","Without Sequence","72.94","",""
"21/08/2025 12:00:00 - 21/08/2025 12:15:00","BZN|NO1","Without Sequence","65.05","",""
"21/08/2025 12:15:00 - 21/08/2025 12:30:00","BZN|NO1","Without Sequence","65.05","",""
"21/08/2025 12:30:00 - 21/08/2025 12:45:00","BZN|NO1","Without Sequence","65.05","",""
"21/08/2025 12:45:00 - 21/08/2025 13:00:00","BZN|NO1","Without Sequence","65.05","",""
"21/08/2025 13:00:00 - 21/08/2025 13:15:00","BZN|NO1","Without Sequence","64.32","",""
"21/08/2025 13:15:00 - 21/08/2025 13:30:00","BZN|NO1","Without Sequence","64.32","",""
"21/08/2025 13:30:00 - 21/08/2025 13:45:00","BZN|NO1","Without Sequence","64.32","",""
"21/08/2025 13:45:00 - 21/08/2025 14:00:00","BZN|NO1","Without Sequence","64.32","",""
"21/08/2025 14:00:00 - 21/08/2025 14:15:00","BZN|NO1","Without Sequence","56.95","",""
"21/08/2025 14:15:00 - 21/08/2025 14:30:00","BZN|NO1","Without Sequence","56.95","",""
"21/08/2025 14:30:00 - 21/08/2025 14:45:00","BZN|NO1","Without Sequence","56.95","",""
"21/08/2025 14:45:00 - 21/08/2025 15:00:00","BZN|NO1","Without Sequence","56.95","",""
"21/08/2025 15:00:00 - 21/08/2025 15:15:00","BZN|NO1","Without Sequence","68.43","",""
"21/08/2025 15:15:00 - 21/08/2025 15:30:00","BZN|NO1","Without Sequence","68.43","",""
"21/08/2025 15:30:00 - 21/08/2025 15:45:00","BZN|NO1","Without Sequence","68.43","",""
"21/08/2025 15:45:00 - 21/08/2025 16:00:00","BZN|NO1","Without Sequence","68.43","",""
"21/08/2025 16:00:00 - 21/08/2025 16:15:00","BZN|NO1","Without Sequence","74.22","",""
"21/08/2025 16:15:00 - 21/08/2025 16:30:00","BZN|NO1","Without Sequence","74.22","",""
"21/08/2025 16:30:00 - 21/08/2025 16:45:00","BZN|NO1","Without Sequence","74.22","",""
"21/08/2025 16:45:00 - 21/08/2025 17:00:00","BZN|NO1","Without Sequence","74.22","",""
"21/08/2025 17:00:00 - 21/08/2025 17:15:00","BZN|NO1","Without Sequence","75.04","",""
"21/08/2025 17:15:00 - 21/08/2025 17:30:00","BZN|NO1","Without Sequence","75.04","",""
"21/08/2025 17:30:00 - 21/08/2025 17:45:00","BZN|NO1","Without Sequence","75.04","",""
"21/08/2025 17:45:00 - 21/08/2025 18:00:00","BZN|NO1","Without Sequence","75.04","",""
"21/08/2025 18:00:00 - 21/08/2025 18:15:00","BZN|NO1","Without Sequence","78.06","",""
"21/08/2025 18:15:00 - 21/08/2025 18:30:00","BZN|NO1","Without Sequence","78.06","",""
"21/08/2025 18:30:00 - 21/08/2025 18:45:00","BZN|NO1","Without Sequence","78.06","",""
"21/08/2025 18:45:00 - 21/08/2025 19:00:00","BZN|NO1","Without Sequence","78.06","",""
"21/08/2025 19:00:00 - 21/08/2025 19:15:00","BZN|NO1","Without Sequence","78.94","",""
"21/08/2025 19:15:00 - 21/08/2025 19:30:00","BZN|NO1","Without Sequence","78.94","",""
"21/08/2025 19:30:00 - 21/08/2025 19:45:00","BZN|NO1","Without Sequence","78.94","",""
"21/08/2025 19:45:00 - 21/08/2025 20:00:00","BZN|NO1","Without Sequence","78.94","",""
"21/08/2025 20:00:00 - 21/08/2025 20:15:00","BZN|NO1","Without Sequence","101.79","",""
"21/08/2025 20:15:00 - 21/08/2025 20:30:00","BZN|NO1","Without Sequence","101.79","",""
"21/08/2025 20:30:00 - 21/08/2025 20:45:00","BZN|NO1","Without Sequence","101.79","",""
"21/08/2025 20:45:00 - 21/08/2025 21:00:00","BZN|NO1","Without Sequence","101.79","",""
"21/08/2025 21:00:00 - 21/08/2025 21:15:00","BZN|NO1","Without Sequence","82.32","",""
"21/08/2025 21:15:00 - 21/08/2025 21:30:00","BZN|NO1","Without Sequence","82.32","",""
"21/08/2025 21:30:00 - 21/08/2025 21:45:00","BZN|NO1","Without Sequence","82.32","",""
"21/08/2025 21:45:00 - 21/08/2025 22:00:00","BZN|NO1","Without Sequence","82.32","",""
"21/08/2025 22:00:00 - 21/08/2025 22:15:00","BZN|NO1","Without Sequence","83.35","",""
"21/08/2025 22:15:00 - 21/08/2025 22:30:00","BZN|NO1","Without Sequence","83.35","",""
"21/08/2025 22:30:00 - 21/08/2025 22:45:00","BZN|NO1","Without Sequence","83.35","",""
"21/08/2025 22:45:00 - 21/08/2025 23:00:00","BZN|NO1","Without Sequence","83.35","",""
"21/08/2025 23:00:00 - 21/08/2025 23:15:00","BZN|NO1","Without Sequence","80.09","",""
"21/08/2025 23:15:00 - 21/08/2025 23:30:00","BZN|NO1","Without Sequence","80.09","",""
"21/08/2025 23:30:00 - 21/08/2025 23:45:00","BZN|NO1","Without Sequence","80.09","",""
"21/08/2025 23:45:00 - 22/08/2025 00:00:00","BZN|NO1","Without Sequence","80.09","",""
"22/08/2025 00:00:00 - 22/08/2025 00:15:00","BZN|NO1","Without Sequence","85.15","",""
"22/08/2025 00:15:00 - 22/08/2025 00:30:00","BZN|NO1","Without Sequence","85.15","",""
"22/08/2025 00:30:00 - 22/08/2025 00:45:00","BZN|NO1","Without Sequence","85.15","",""
"22/08/2025 00:45:00 - 22/08/2025 01:00:00","BZN|NO1","Without Sequence","85.15","",""
"22/08/2025 01:00:00 - 22/08/2025 01:15:00","BZN|NO1","Without Sequence","77.45","",""
"22/08/2025 01:15:00 - 22/08/2025 01:30:00","BZN|NO1","Without Sequence","77.45","",""
"22/08/2025 01:30:00 - 22/08/2025 01:45:00","BZN|NO1","Without Sequence","77.45","",""
"22/08/2025 01:45:00 - 22/08/2025 02:00:00","BZN|NO1","Without Sequence","77.45","",""
"22/08/2025 02:00:00 - 22/08/2025 02:15:00","BZN|NO1","Without Sequence","74.41","",""
"22/08/2025 02:15:00 - 22/08/2025 02:30:00","BZN|NO1","Without Sequence","74.41","",""
"22/08/2025 02:30:00 - 22/08/2025 02:45:00","BZN|NO1","Without Sequence","74.41","",""
"22/08/2025 02:45:00 - 22/08/2025 03:00:00","BZN|NO1","Without Sequence","74.41","",""
"22/08/2025 03:00:00 - 22/08/2025 03:15:00","BZN|NO1","Without Sequence","73.43","",""
"22/08/2025 03:15:00 - 22/08/2025 03:30:00","BZN|NO1","Without Sequence","73.43","",""
"22/08/2025 03:30:00 - 22/08/2025 03:45:00","BZN|NO1","Without Sequence","73.43","",""
"22/08/2025 03:45:00 - 22/08/2025 04:00:00","BZN|NO1","Without Sequence","73.43","",""
"22/08/2025 04:00:00 - 22/08/2025 04:15:00","BZN|NO1","Without Sequence","73.55","",""
"22/08/2025 04:15:00 - 22/08/2025 04:30:00","BZN|NO1","Without Sequence","73.55","",""
